═══════════════════════════════════════════════════════════════
          NODE BONDING KEY DISCOVERY GAME - RUN LOG
═══════════════════════════════════════════════════════════════

HIGH INTENSITY GAME RULES:
───────────────────────────────────────────────────────────────
1. Multiple yellow nodes spawn every 2 seconds at random positions
2. Each node appears with a zoom animation (0 to full size)
3. Nodes remain still for 0.5 seconds after spawning
4. After the pause, nodes begin moving with HIGH random velocity
5. Nodes bounce off canvas boundaries
6. When two yellow nodes collide, they bond together
7. Bonded nodes turn green and generate a random code (1-1000)
8. Green bonded pairs remain stationary
9. Bonded pairs dissipate together after 5 seconds
10. A target key (1-1000) is randomly generated at game start
11. The game ends when a bonded pair generates the target key
───────────────────────────────────────────────────────────────

RUN STATISTICS:
───────────────────────────────────────────────────────────────
Run Date: 02/10/2025, 20:51:23
Target Key: 580
Total Time: 569 seconds
Total Bonds Created: 289
Total Nodes Spawned: 595
Success Rate: 1/289 (0.35%)
───────────────────────────────────────────────────────────────

DETAILED EVENT LOG:
───────────────────────────────────────────────────────────────
[20:41:53] Game started! Target key: 580
[20:43:24] Nodes bonded! Generated code: 506
[20:43:24] Nodes bonded! Generated code: 123
[20:43:24] Nodes bonded! Generated code: 985
[20:43:24] Nodes bonded! Generated code: 589
[20:43:24] Nodes bonded! Generated code: 967
[20:43:24] Nodes bonded! Generated code: 770
[20:43:24] Green node dissipated (code: 608)
[20:43:24] Green node dissipated (code: 283)
[20:43:24] Green node dissipated (code: 348)
[20:43:24] Green node dissipated (code: 551)
[20:43:24] Green node dissipated (code: 551)
[20:43:24] Green node dissipated (code: 268)
[20:43:24] Green node dissipated (code: 347)
[20:43:24] Green node dissipated (code: 796)
[20:43:24] Green node dissipated (code: 347)
[20:43:24] Green node dissipated (code: 796)
[20:43:24] Green node dissipated (code: 232)
[20:43:24] Green node dissipated (code: 581)
[20:43:24] Green node dissipated (code: 283)
[20:43:24] Green node dissipated (code: 608)
[20:43:24] Green node dissipated (code: 232)
[20:43:24] Green node dissipated (code: 348)
[20:43:24] Green node dissipated (code: 268)
[20:43:24] Green node dissipated (code: 581)
[20:43:24] Nodes bonded! Generated code: 841
[20:43:24] Nodes bonded! Generated code: 602
[20:43:24] Nodes bonded! Generated code: 505
[20:43:24] Nodes bonded! Generated code: 594
[20:43:24] Nodes bonded! Generated code: 420
[20:43:24] Nodes bonded! Generated code: 63
[20:43:24] Nodes bonded! Generated code: 911
[20:43:24] Nodes bonded! Generated code: 712
[20:43:24] Nodes bonded! Generated code: 496
[20:43:24] Nodes bonded! Generated code: 858
[20:43:24] Nodes bonded! Generated code: 994
[20:43:24] Nodes bonded! Generated code: 297
[20:43:24] Nodes bonded! Generated code: 660
[20:43:24] Nodes bonded! Generated code: 861
[20:43:24] Nodes bonded! Generated code: 2
[20:43:24] Nodes bonded! Generated code: 676
[20:43:24] Nodes bonded! Generated code: 748
[20:43:24] Nodes bonded! Generated code: 803
[20:43:24] Nodes bonded! Generated code: 218
[20:43:24] Nodes bonded! Generated code: 850
[20:43:26] Yellow node spawned at (59, 54)
[20:43:26] Yellow node spawned at (661, 304)
[20:43:26] Yellow node spawned at (685, 321)
[20:43:28] Yellow node spawned at (279, 320)
[20:43:28] Yellow node spawned at (667, 564)
[20:43:28] Yellow node spawned at (316, 224)
[20:43:30] Yellow node spawned at (557, 380)
[20:43:30] Yellow node spawned at (279, 359)
[20:43:30] Yellow node spawned at (613, 101)
[20:43:32] Yellow node spawned at (544, 114)
[20:43:32] Yellow node spawned at (303, 471)
[20:43:32] Yellow node spawned at (612, 518)
[20:43:34] Yellow node spawned at (127, 440)
[20:43:34] Yellow node spawned at (171, 74)
[20:43:34] Yellow node spawned at (574, 249)
[20:43:36] Yellow node spawned at (118, 419)
[20:43:36] Yellow node spawned at (97, 466)
[20:43:36] Yellow node spawned at (351, 365)
[20:43:38] Yellow node spawned at (370, 430)
[20:43:38] Yellow node spawned at (624, 163)
[20:43:38] Yellow node spawned at (310, 547)
[20:43:40] Yellow node spawned at (296, 118)
[20:43:40] Yellow node spawned at (96, 138)
[20:43:40] Yellow node spawned at (413, 197)
[20:43:42] Yellow node spawned at (592, 558)
[20:43:42] Yellow node spawned at (493, 484)
[20:43:42] Yellow node spawned at (731, 93)
[20:43:44] Yellow node spawned at (534, 213)
[20:43:44] Yellow node spawned at (67, 207)
[20:43:44] Yellow node spawned at (461, 495)
[20:43:46] Yellow node spawned at (409, 69)
[20:43:46] Yellow node spawned at (34, 84)
[20:43:46] Yellow node spawned at (233, 129)
[20:43:48] Yellow node spawned at (597, 144)
[20:43:48] Yellow node spawned at (87, 355)
[20:43:48] Yellow node spawned at (457, 462)
[20:43:50] Yellow node spawned at (597, 321)
[20:43:50] Yellow node spawned at (466, 370)
[20:43:50] Yellow node spawned at (394, 227)
[20:43:52] Yellow node spawned at (690, 472)
[20:43:52] Yellow node spawned at (264, 126)
[20:43:52] Yellow node spawned at (353, 257)
[20:43:54] Yellow node spawned at (698, 192)
[20:43:54] Yellow node spawned at (164, 421)
[20:43:54] Yellow node spawned at (592, 553)
[20:43:56] Yellow node spawned at (184, 372)
[20:43:56] Yellow node spawned at (510, 73)
[20:43:56] Yellow node spawned at (195, 50)
[20:43:58] Yellow node spawned at (361, 293)
[20:43:58] Yellow node spawned at (58, 447)
[20:43:58] Yellow node spawned at (108, 206)
[20:43:59] Nodes bonded! Generated code: 176
[20:43:59] Nodes bonded! Generated code: 488
[20:43:59] Nodes bonded! Generated code: 557
[20:43:59] Nodes bonded! Generated code: 388
[20:43:59] Nodes bonded! Generated code: 117
[20:43:59] Nodes bonded! Generated code: 122
[20:43:59] Nodes bonded! Generated code: 139
[20:43:59] Nodes bonded! Generated code: 859
[20:43:59] Nodes bonded! Generated code: 193
[20:43:59] Nodes bonded! Generated code: 124
[20:43:59] Green node dissipated (code: 861)
[20:43:59] Green node dissipated (code: 602)
[20:43:59] Green node dissipated (code: 748)
[20:43:59] Green node dissipated (code: 770)
[20:43:59] Green node dissipated (code: 911)
[20:43:59] Green node dissipated (code: 594)
[20:43:59] Green node dissipated (code: 985)
[20:43:59] Green node dissipated (code: 967)
[20:43:59] Green node dissipated (code: 981)
[20:43:59] Green node dissipated (code: 504)
[20:43:59] Green node dissipated (code: 994)
[20:43:59] Green node dissipated (code: 5)
[20:43:59] Green node dissipated (code: 911)
[20:43:59] Green node dissipated (code: 361)
[20:43:59] Green node dissipated (code: 123)
[20:43:59] Green node dissipated (code: 803)
[20:43:59] Green node dissipated (code: 958)
[20:43:59] Green node dissipated (code: 476)
[20:43:59] Green node dissipated (code: 496)
[20:43:59] Green node dissipated (code: 589)
[20:43:59] Green node dissipated (code: 585)
[20:43:59] Green node dissipated (code: 2)
[20:43:59] Green node dissipated (code: 770)
[20:43:59] Green node dissipated (code: 63)
[20:43:59] Green node dissipated (code: 967)
[20:43:59] Green node dissipated (code: 506)
[20:43:59] Green node dissipated (code: 845)
[20:43:59] Green node dissipated (code: 2)
[20:43:59] Green node dissipated (code: 505)
[20:43:59] Green node dissipated (code: 589)
[20:43:59] Green node dissipated (code: 985)
[20:43:59] Green node dissipated (code: 123)
[20:43:59] Green node dissipated (code: 506)
[20:43:59] Green node dissipated (code: 504)
[20:43:59] Green node dissipated (code: 850)
[20:43:59] Green node dissipated (code: 760)
[20:43:59] Green node dissipated (code: 712)
[20:43:59] Green node dissipated (code: 287)
[20:43:59] Green node dissipated (code: 676)
[20:43:59] Green node dissipated (code: 63)
[20:43:59] Green node dissipated (code: 841)
[20:43:59] Green node dissipated (code: 218)
[20:43:59] Green node dissipated (code: 858)
[20:43:59] Green node dissipated (code: 645)
[20:43:59] Green node dissipated (code: 994)
[20:43:59] Green node dissipated (code: 585)
[20:43:59] Green node dissipated (code: 850)
[20:43:59] Green node dissipated (code: 420)
[20:43:59] Green node dissipated (code: 404)
[20:43:59] Green node dissipated (code: 981)
[20:43:59] Green node dissipated (code: 297)
[20:43:59] Green node dissipated (code: 814)
[20:43:59] Green node dissipated (code: 880)
[20:43:59] Green node dissipated (code: 496)
[20:43:59] Green node dissipated (code: 958)
[20:43:59] Green node dissipated (code: 660)
[20:43:59] Green node dissipated (code: 505)
[20:43:59] Green node dissipated (code: 803)
[20:43:59] Green node dissipated (code: 676)
[20:43:59] Green node dissipated (code: 760)
[20:43:59] Green node dissipated (code: 297)
[20:43:59] Green node dissipated (code: 861)
[20:43:59] Green node dissipated (code: 287)
[20:43:59] Green node dissipated (code: 712)
[20:43:59] Green node dissipated (code: 5)
[20:43:59] Green node dissipated (code: 845)
[20:43:59] Green node dissipated (code: 602)
[20:43:59] Green node dissipated (code: 814)
[20:43:59] Green node dissipated (code: 748)
[20:43:59] Green node dissipated (code: 841)
[20:43:59] Green node dissipated (code: 420)
[20:43:59] Green node dissipated (code: 660)
[20:43:59] Green node dissipated (code: 645)
[20:43:59] Green node dissipated (code: 476)
[20:43:59] Green node dissipated (code: 404)
[20:43:59] Green node dissipated (code: 506)
[20:43:59] Green node dissipated (code: 880)
[20:43:59] Green node dissipated (code: 594)
[20:43:59] Green node dissipated (code: 858)
[20:43:59] Green node dissipated (code: 361)
[20:43:59] Yellow node spawned at (446, 294)
[20:43:59] Yellow node spawned at (299, 479)
[20:43:59] Yellow node spawned at (126, 149)
[20:43:59] Nodes bonded! Generated code: 403
[20:43:59] Nodes bonded! Generated code: 532
[20:43:59] Nodes bonded! Generated code: 308
[20:43:59] Nodes bonded! Generated code: 860
[20:43:59] Nodes bonded! Generated code: 657
[20:43:59] Nodes bonded! Generated code: 414
[20:43:59] Nodes bonded! Generated code: 487
[20:43:59] Nodes bonded! Generated code: 914
[20:43:59] Nodes bonded! Generated code: 433
[20:43:59] Nodes bonded! Generated code: 913
[20:43:59] Nodes bonded! Generated code: 348
[20:44:02] Yellow node spawned at (593, 548)
[20:44:02] Yellow node spawned at (385, 536)
[20:44:02] Yellow node spawned at (96, 340)
[20:44:04] Yellow node spawned at (273, 458)
[20:44:04] Yellow node spawned at (752, 487)
[20:44:04] Yellow node spawned at (357, 212)
[20:44:06] Yellow node spawned at (180, 96)
[20:44:06] Yellow node spawned at (675, 492)
[20:44:06] Yellow node spawned at (69, 182)
[20:44:08] Yellow node spawned at (226, 216)
[20:44:08] Yellow node spawned at (263, 194)
[20:44:08] Yellow node spawned at (676, 125)
[20:44:10] Yellow node spawned at (70, 219)
[20:44:10] Yellow node spawned at (749, 116)
[20:44:10] Yellow node spawned at (539, 316)
[20:44:12] Yellow node spawned at (252, 139)
[20:44:12] Yellow node spawned at (162, 358)
[20:44:12] Yellow node spawned at (49, 171)
[20:44:14] Yellow node spawned at (385, 494)
[20:44:14] Yellow node spawned at (581, 557)
[20:44:14] Yellow node spawned at (234, 55)
[20:44:16] Yellow node spawned at (205, 563)
[20:44:16] Yellow node spawned at (657, 476)
[20:44:16] Yellow node spawned at (111, 336)
[20:44:18] Yellow node spawned at (696, 166)
[20:44:18] Yellow node spawned at (166, 151)
[20:44:18] Yellow node spawned at (553, 83)
[20:44:20] Yellow node spawned at (535, 389)
[20:44:20] Yellow node spawned at (571, 286)
[20:44:20] Yellow node spawned at (708, 472)
[20:44:22] Yellow node spawned at (264, 297)
[20:44:22] Yellow node spawned at (475, 447)
[20:44:22] Yellow node spawned at (243, 242)
[20:44:24] Yellow node spawned at (95, 269)
[20:44:24] Yellow node spawned at (768, 98)
[20:44:24] Yellow node spawned at (157, 293)
[20:44:26] Yellow node spawned at (475, 60)
[20:44:26] Yellow node spawned at (323, 382)
[20:44:26] Yellow node spawned at (694, 334)
[20:44:26] Nodes bonded! Generated code: 990
[20:44:26] Nodes bonded! Generated code: 334
[20:44:26] Nodes bonded! Generated code: 203
[20:44:26] Nodes bonded! Generated code: 216
[20:44:26] Nodes bonded! Generated code: 456
[20:44:26] Nodes bonded! Generated code: 617
[20:44:26] Nodes bonded! Generated code: 982
[20:44:26] Nodes bonded! Generated code: 218
[20:44:26] Nodes bonded! Generated code: 595
[20:44:26] Nodes bonded! Generated code: 884
[20:44:26] Nodes bonded! Generated code: 398
[20:44:26] Nodes bonded! Generated code: 404
[20:44:26] Nodes bonded! Generated code: 48
[20:44:26] Nodes bonded! Generated code: 411
[20:44:26] Green node dissipated (code: 860)
[20:44:26] Green node dissipated (code: 403)
[20:44:26] Green node dissipated (code: 532)
[20:44:26] Green node dissipated (code: 487)
[20:44:26] Green node dissipated (code: 124)
[20:44:26] Green node dissipated (code: 913)
[20:44:26] Green node dissipated (code: 176)
[20:44:26] Green node dissipated (code: 348)
[20:44:26] Green node dissipated (code: 308)
[20:44:26] Green node dissipated (code: 914)
[20:44:26] Green node dissipated (code: 348)
[20:44:26] Green node dissipated (code: 388)
[20:44:26] Green node dissipated (code: 657)
[20:44:26] Green node dissipated (code: 433)
[20:44:26] Green node dissipated (code: 414)
[20:44:26] Green node dissipated (code: 139)
[20:44:26] Green node dissipated (code: 124)
[20:44:26] Green node dissipated (code: 860)
[20:44:26] Green node dissipated (code: 308)
[20:44:26] Green node dissipated (code: 913)
[20:44:26] Green node dissipated (code: 193)
[20:44:26] Green node dissipated (code: 414)
[20:44:26] Green node dissipated (code: 532)
[20:44:26] Green node dissipated (code: 193)
[20:44:26] Green node dissipated (code: 403)
[20:44:26] Green node dissipated (code: 657)
[20:44:26] Green node dissipated (code: 122)
[20:44:26] Green node dissipated (code: 557)
[20:44:26] Green node dissipated (code: 117)
[20:44:26] Green node dissipated (code: 859)
[20:44:26] Green node dissipated (code: 859)
[20:44:26] Green node dissipated (code: 488)
[20:44:26] Green node dissipated (code: 139)
[20:44:26] Green node dissipated (code: 122)
[20:44:26] Green node dissipated (code: 388)
[20:44:26] Green node dissipated (code: 433)
[20:44:26] Green node dissipated (code: 557)
[20:44:26] Green node dissipated (code: 488)
[20:44:26] Green node dissipated (code: 176)
[20:44:26] Green node dissipated (code: 914)
[20:44:26] Green node dissipated (code: 487)
[20:44:26] Nodes bonded! Generated code: 19
[20:44:26] Nodes bonded! Generated code: 766
[20:44:26] Nodes bonded! Generated code: 557
[20:44:26] Nodes bonded! Generated code: 930
[20:44:26] Nodes bonded! Generated code: 421
[20:44:26] Nodes bonded! Generated code: 238
[20:44:26] Nodes bonded! Generated code: 76
[20:44:26] Nodes bonded! Generated code: 498
[20:44:26] Nodes bonded! Generated code: 751
[20:44:26] Nodes bonded! Generated code: 290
[20:44:26] Nodes bonded! Generated code: 424
[20:44:26] Nodes bonded! Generated code: 433
[20:44:26] Nodes bonded! Generated code: 164
[20:44:26] Nodes bonded! Generated code: 301
[20:44:27] Nodes bonded! Generated code: 187
[20:44:27] Nodes bonded! Generated code: 949
[20:44:27] Nodes bonded! Generated code: 154
[20:44:27] Nodes bonded! Generated code: 207
[20:44:27] Yellow node spawned at (70, 259)
[20:44:27] Yellow node spawned at (577, 141)
[20:44:27] Yellow node spawned at (201, 392)
[20:44:27] Nodes bonded! Generated code: 324
[20:44:27] Nodes bonded! Generated code: 101
[20:44:30] Yellow node spawned at (210, 341)
[20:44:30] Yellow node spawned at (260, 322)
[20:44:30] Yellow node spawned at (286, 408)
[20:44:32] Yellow node spawned at (687, 69)
[20:44:32] Yellow node spawned at (402, 466)
[20:44:32] Yellow node spawned at (366, 269)
[20:44:34] Yellow node spawned at (99, 170)
[20:44:34] Yellow node spawned at (458, 552)
[20:44:34] Yellow node spawned at (664, 384)
[20:44:36] Yellow node spawned at (740, 211)
[20:44:36] Yellow node spawned at (656, 189)
[20:44:36] Yellow node spawned at (723, 503)
[20:44:38] Yellow node spawned at (603, 414)
[20:44:38] Yellow node spawned at (680, 32)
[20:44:38] Yellow node spawned at (487, 127)
[20:44:40] Yellow node spawned at (146, 483)
[20:44:40] Yellow node spawned at (389, 252)
[20:44:40] Yellow node spawned at (117, 308)
[20:44:42] Yellow node spawned at (648, 230)
[20:44:42] Yellow node spawned at (281, 232)
[20:44:42] Yellow node spawned at (740, 536)
[20:44:44] Yellow node spawned at (466, 399)
[20:44:44] Yellow node spawned at (57, 369)
[20:44:44] Yellow node spawned at (461, 42)
[20:44:46] Yellow node spawned at (546, 424)
[20:44:46] Yellow node spawned at (32, 191)
[20:44:46] Yellow node spawned at (336, 234)
[20:44:48] Yellow node spawned at (277, 286)
[20:44:48] Yellow node spawned at (332, 523)
[20:44:48] Yellow node spawned at (409, 332)
[20:44:50] Yellow node spawned at (307, 124)
[20:44:50] Yellow node spawned at (140, 142)
[20:44:50] Yellow node spawned at (187, 371)
[20:44:51] Nodes bonded! Generated code: 504
[20:44:51] Nodes bonded! Generated code: 926
[20:44:51] Nodes bonded! Generated code: 277
[20:44:51] Green node dissipated (code: 207)
[20:44:51] Green node dissipated (code: 101)
[20:44:51] Green node dissipated (code: 76)
[20:44:51] Green node dissipated (code: 595)
[20:44:51] Green node dissipated (code: 398)
[20:44:51] Green node dissipated (code: 19)
[20:44:51] Green node dissipated (code: 557)
[20:44:51] Green node dissipated (code: 930)
[20:44:51] Green node dissipated (code: 433)
[20:44:51] Green node dissipated (code: 290)
[20:44:51] Green node dissipated (code: 766)
[20:44:51] Green node dissipated (code: 982)
[20:44:51] Green node dissipated (code: 48)
[20:44:51] Green node dissipated (code: 456)
[20:44:51] Green node dissipated (code: 751)
[20:44:51] Green node dissipated (code: 203)
[20:44:51] Green node dissipated (code: 404)
[20:44:51] Green node dissipated (code: 617)
[20:44:51] Green node dissipated (code: 411)
[20:44:51] Green node dissipated (code: 76)
[20:44:51] Green node dissipated (code: 187)
[20:44:51] Green node dissipated (code: 218)
[20:44:51] Green node dissipated (code: 884)
[20:44:51] Green node dissipated (code: 498)
[20:44:51] Green node dissipated (code: 19)
[20:44:51] Green node dissipated (code: 411)
[20:44:51] Green node dissipated (code: 930)
[20:44:51] Green node dissipated (code: 301)
[20:44:51] Green node dissipated (code: 990)
[20:44:51] Green node dissipated (code: 164)
[20:44:51] Green node dissipated (code: 48)
[20:44:51] Green node dissipated (code: 238)
[20:44:51] Green node dissipated (code: 404)
[20:44:51] Green node dissipated (code: 421)
[20:44:51] Green node dissipated (code: 398)
[20:44:51] Green node dissipated (code: 751)
[20:44:51] Green node dissipated (code: 424)
[20:44:51] Green node dissipated (code: 324)
[20:44:51] Green node dissipated (code: 207)
[20:44:51] Green node dissipated (code: 187)
[20:44:51] Green node dissipated (code: 949)
[20:44:51] Green node dissipated (code: 238)
[20:44:51] Green node dissipated (code: 884)
[20:44:51] Green node dissipated (code: 595)
[20:44:51] Green node dissipated (code: 301)
[20:44:51] Green node dissipated (code: 216)
[20:44:51] Green node dissipated (code: 982)
[20:44:51] Green node dissipated (code: 617)
[20:44:51] Green node dissipated (code: 557)
[20:44:51] Green node dissipated (code: 456)
[20:44:51] Green node dissipated (code: 421)
[20:44:51] Green node dissipated (code: 154)
[20:44:51] Green node dissipated (code: 766)
[20:44:51] Green node dissipated (code: 290)
[20:44:51] Green node dissipated (code: 101)
[20:44:51] Green node dissipated (code: 164)
[20:44:51] Green node dissipated (code: 334)
[20:44:51] Green node dissipated (code: 433)
[20:44:51] Green node dissipated (code: 216)
[20:44:51] Green node dissipated (code: 203)
[20:44:51] Green node dissipated (code: 424)
[20:44:51] Green node dissipated (code: 498)
[20:44:51] Green node dissipated (code: 324)
[20:44:51] Green node dissipated (code: 334)
[20:44:51] Green node dissipated (code: 154)
[20:44:51] Green node dissipated (code: 990)
[20:44:51] Green node dissipated (code: 949)
[20:44:51] Nodes bonded! Generated code: 489
[20:44:51] Nodes bonded! Generated code: 450
[20:44:51] Nodes bonded! Generated code: 90
[20:44:51] Nodes bonded! Generated code: 374
[20:44:51] Nodes bonded! Generated code: 284
[20:44:51] Nodes bonded! Generated code: 162
[20:44:51] Nodes bonded! Generated code: 12
[20:44:51] Nodes bonded! Generated code: 256
[20:44:51] Yellow node spawned at (594, 115)
[20:44:51] Yellow node spawned at (709, 104)
[20:44:51] Yellow node spawned at (466, 455)
[20:44:51] Nodes bonded! Generated code: 750
[20:44:51] Nodes bonded! Generated code: 940
[20:44:51] Nodes bonded! Generated code: 38
